"AREA","BED","BATH","BUILT","DESCRIPTION","LOTSIZE","PRICE","TYPE"
2064,3,2,1940,"Welcome home to this charming colonial-with great curb appeal-in a sought after location within walking distance to West Hartford Center and Blue Back Square.  Highlights include an updated kitchen with stainless steel appliances and granite counters with breakfast bar-hardwood floors-finished attic with skylight great for home office or 4th bedroom-finished lower level.  High efficiency gas furnace-seller owned solar panels(lowering utility costs)-large terrace and beautiful flat backyard.  A SHOW IS A SALE!","9147 sqft",439900,"SingleFamily"
1988,4,3,1961,"This beautiful home certainly won't last long. The kitchen boasts granite counter tops, a newer back splash, center island and plenty of room to gather.  There are gorgeous hardwood floors throughout the first floor. This ranch style home has a ton of updates. The roof was stripped and replaced 5 years ago, and new gutters and facia were installed. All the windows were replaced in 2019. The walk out basement has been finished in 2018, and features a large family room, bar area, bedroom and full bath. There is also a hook up for a wood stove, and plenty of light!","19602 sqft",315000,"SingleFamily"
1274,3,1,1950,"Adorable Cape style home featuring 3 bedrooms, 1 full bath, large livingroom and one car detached garage. Many updates include newer septic, furnace, and oil tank. Nice level backyard.","13939 sqft",219900,"SingleFamily"
1790,4,2,1900,"Situated in the Northwest Hills just minutes to the historic Litchfield Green sits a classic four bedroom cottage on .9 acre.  Features of this circa 1900 home include a spacious eating space kitchen with faux beams and access to the deck for outdoor entertaining; den with wood burning stove and wood flooring; spacious, sun-filled living room with wood burning fireplace and wall to wall carpeting; office/den and full bath complete the main level.  The upper level features a primary bedroom with two closets and wall to wall carpeting; three guest bedrooms with carpeting; a full bath and laundry room.   Bring your creativity and updating ideas or embrace this well maintained, vintage home the way that it is. This unique property is surrounded by state land.  Enjoy all the amenities that the Litchfield area has to offer including horseback riding (next door), private schools, hiking, golfing and tennis.  Easy access to Routes 118, 254 and 8 for easy commuting.","39204 sqft",3e+05,"SingleFamily"
2692,3,3,1980,"Spacious, Open and Sunny home with a beautiful kitchen that includes granite counters, stainless steel appliances and plenty of tile.  The living room and formal dining room on the main living level are large with gleaming hard wood floors and french doors leading out to a large deck over looking a beautiful level and private rear yard.  All three bedrooms are on the main living level as well with plenty of closet space, and a bathroom off the master bedroom suite and main bathroom, both with whirlpool tubs.  The lower level is perfect as an in-law suite with eat-in kitchen, full bath with shower stall and a relaxing family room with brick fireplace to relax in.  The laundry room in on the lower level too.  There is a large deck and patio underneath overlooking the beautiful yard and the mechanicals are in great condition too!","30927 sqft",274900,"SingleFamily"
1633,3,2,1969,"Enjoy views of the Housatonic River without the high price tag of a waterfront property. This 1,129 sq. ft. ranch is located on a cul-de-sac street and features 3 bedrooms, 1.5 baths, finished basement and a 2-car garage. You'll appreciate the sunshine and warmth this home offers as you make your way throughout every room. Upon entering the home a spacious living room offers hardwood floors and a wood burning fireplace. Adjacent to the living room is an eat-in kitchen with corian counters, stainless steel appliances (refrigerator/dishwasher), oak cabinets and a slider which leads to an expansive deck and patio; perfect for entertaining family and friends. Additional features include hardwood floors in all of the bedrooms, pull down attic with plenty of storage, a finished basement with a laundry room and a storage shed in the backyard. This home is conveniently located within minutes to the Merritt Parkway and Rt. 8. Sale is subject to probate court approval. Home being sold ""AS IS"".  HIGHEST AND BEST DUE BY NOON ON MONDAY, APRIL 19TH.","12196 sqft",299900,"SingleFamily"
2240,3,2,1933,"Charming  Colonial,  located in the West side of Naugatuck , this home offers 3 bedrooms , forming dining room, bright galley kitchen, living room with fireplace,  sunroom or office  great space for those who work remotely, 2 full baths, full basement, partially finished, roof 1 year old, gas hot water 5 years old, oversized 2 car detached garage, fence-in yard,   Convent to shopping are , Schools, Rt. 8 and I-84  ""Subject to Probate Approval""","7840 sqft",233900,"SingleFamily"
1480,3,2,1985,"Pristine contemporary Cape with immaculate hardwood floors and soaring cathedral ceilings. Living is open floor plan and could be living/dining. Newer appliances and granite counter tops in the very workable kitchen. First floor bedroom with hardwood floors. Full bath on first for guests and first floor bedroom. Great covered porch for those hot summer evenings. Fenced in area in back of keep children and animals away from the road. Large level open yard and a delightful picnic spot with a babbling brook at the rear of the property.","47916 sqft",279900,"SingleFamily"
2534,4,3,1971,"Located on a quiet spur off Indian Head Rd., this classic center-hall colonial is situated in the heart of Riverside's most coveted area. This 4 bedroom, 2 1/2 bath gem is recently renovated and move-in ready. The first floor features a large sun-filled living room with a bay window and fireplace. There is a seamless flow from the family room, with another fireplace, to the adjacent kitchen. A formal dining room, plus a den with French doors lead to a private stone terrace. A laundry and mud room provide easy access to the attached two-car garage, highlighted by tile flooring. Upstairs features a large master bedroom with charming sliding barn doors at the entrance to the walk-in closet and a beautiful bath. Also, there are 3 family bedrooms and a bath.","25264 sqft",2275000,"SingleFamily"
4775,4,5,1963,"Sunlit Colonial on a quiet cul de sac with lovely parklike property. Versatile floor plan allows for a variety of family spaces. Large Eat In Kitchen with family room with fireplace and a lovely solarium with 3 walls of glass opening onto the terrace. Handsome step down Library with fireplace and French Doors to a second terrace. Living Room with fireplace and formal dining room. Exercise and Playrooms plus a finished lower level for games. Large master suite with separate office. 3 double bedrooms, 3 baths. Great house in a terrific mid country location. NS and CMS schools. Lovely new listing!","1.15 Acres",2695000,"SingleFamily"
2926,3,4,1989,"Here is your opportunity to own in Monroe's coveted Great Oak Farms! Recent updates include new hardwood floors in Formal Dining Room, Living Room, balcony, & entry to both Master Suites, Exterior paint in 2020, newer gas hot water heater and just completed vinyl fencing in back yard. This 3 bed, 3.5 bath Colonial offers Living Room w/Fireplace & sliders to deck with wooded views, Formal DR w/sliders to deck, den off DR that can be utilized as a home office, main level laundry room w/partial bath & mudroom, Eat in Kitchen w/hdwd  floors, 2 Master Suites ( 1 on Main level & 1 on upper level) both with full baths & walk in closets. Plenty of room for guest parking + large 2 car garage w/ covered entry to house. Unfinished lower level can be finished for more SqFt. ( Currently used as a home gym & tons of storage). Conveniently located to Wolfe Park, shopping, restaurants, Whitney Farms GC, Rte 25 & easy access to Rte 15 & I-95. Come see why so many desire to live in Great Oak Farms.","No Data",489000,"SingleFamily"
2189,3,3,2013,"A MUST SEE! WON'T LAST LONG! 3 BDRM, 2.5 BATH, 2 CAR GARAGE COMPLETE REBUILD from foundation up on 2.75 acres in country like secluded setting in quite neighborhood yet right off I-395 and Route 2. A hidden treasure in Norwich. New rebuild from the foundation up!! Newly finished construction project by licensed contractor just received CO. Was going to be our perfect forever home but situation changed. Well thought out floor plan. Lots of natural lighting. First floor boasts w/ waterproof flooring, 9' ceilings, open floor plan dining room, living room and a beautiful kitchen with granite countertops, stainless appliances, and easy close white shaker cabinets. 1/2 bath with laundry, huge master bedroom w/ walk-in closet and master bath with 5' walk-in shower with seat. All that on the first floor! Gorgeous red oak staircase takes you to the 2nd floor which has 2 bedrooms each with double closets, full bath, hall closet, and a large play/rec room overlooking beautiful wooded back yard. All eves have storage access. Full unfinished basement. Spacious porch for entertaining or just relaxing and enjoying natural with lots of privacy and designed to have an above ground pool next to it. Brand new well pump. Room to build in-law or guest home; call for specific details.","53578 sqft",369900,"SingleFamily"
3310,4,3,1983,"Picture perfect colonial in the heart of Tashua, a sought-after neighborhood in Trumbull!  Welcome to 18 Saxony Drive.  Over 3,300 SF of living space (includes LL), this home has been immaculately cared for & recently updated/improved.  Set on over one acre of land boasting excellent curb appeal with a freshly painted exterior with beautifully appointed fieldstone across the front & chimney (top to bottom).  Completing the home exterior is a new Trex deck & rail system – this spacious deck is sure to impress, compare!  As you enter the home, you will fall in love with the look, flow & finishes.  Recently re-finished hardwood floors, open kitchen to family room concept.  The kitchen offers both an island & peninsula, granite countertops – an ideal space for all to gather.  Natural gas heat, newer central air, newer roof & generator hook-up.  The lower level offers a walk-out with full-size sliders to the backyard, a great playroom & a separate office/gym!  +/- 850 square feet of finished space & plenty of additional room for storage.  The second floor consists of four good size bedrooms.  The master bedroom presents a walk-in closet & a recently updated master bath (heated floors!).  Close proximity to Tashua Knolls Golf Course, town pool, tennis courts & much more.  The Tashua part of town is always in demand.  You'll love the New England neighborhood feel – yet close proximity to commuter roads.  Condition, location & features –this one checks all of the boxes, Welcome Home!","51836 sqft",619900,"SingleFamily"
4250,4,5,2021,"Roger Ferris + Partners have added another stunning piece of architecture to Westport’s Gold Coast: A brand new ultra-contemporary louvered wood and glass construction, built by Sound Building LLC, has views of the Long Island Sound from every room. The house boasts 4,250 square feet of interior space plus 3,250 square feet of exterior space with floor to ceiling windows and sliders throughout. The open plan first floor with state of the art Bulthaup kitchen, dining room, living room and office all have water views. Custom mill work throughout, European live sawn oak hardwood floors and a floor to ceiling wall of book marked quartz fireplace are just a few notable features. A master bedroom suite with 270 degree water views plus three additional bedrooms with en suite bathrooms and laundry room are located on the second floor. Access the 1,500 square foot roof deck through a retractable glass ceiling. IPE floating panelled floor and glass railing surrounds the space so as not to obstruct the views. A living roof of Sedum plantings changes colors with the changing seasons. The deck has been reinforced to support a hot tub if that feature is desired. The lower level two car garage and custom round gunite salt water pool can be reached by staircase or by elevator. Every design feature has been meticulously and methodically chosen to represent Ferris'commitment to minimalism. Call to schedule an appoinment of this one of a kind architectural stunner!","26571 sqft",7500000,"SingleFamily"
2250,3,3,1965,"Fresh and Bright, spacious Ranch in the preferred Daniels Farm location! Open Floor plan, LR with fireplace, Dining area, Kitchen with new stainless appliances, beautiful full backsplash, white cabinetry, large center island, white quartz countertops. Principle bedroom suite with full tiled bath, glass shower.  Additional two bedrooms, and full bath.  Lower-level features family room with masonry fireplace, half bath, laundry room, two-car garage with epoxy floors.    All new windows (except front main living room window). City Water/Sewer. Central Air. Large level lot. Come for the Award-winning schools & stay because you love the town!","35283 sqft",549900,"SingleFamily"
1922,3,2,1978,"Lovely single floor ranch with pastoral views in quiet Sharon Connecticut! This 1,922 Sqft home sitting on 40+ acres with picture perfect views of Mt. Riga, and Mt. Washington off every back window! The formal living room has masses of natural light featuring a brick wall with a future wood stove fitting. The freshly painted family room features a walk out deck for more outstanding views looking out over your quaint property with plenty of entertaining space. Walking into the kitchen you’ll notice the antiquity in the natural wood ceilings presenting two sufficient skylights. Conveniently located the washer and dryer are on the main floor off the kitchen tucked away. Down the extensive hallway you will find your first full bath directly across from your first guest room, slightly farther down adjoins the second guest bedroom. Flowing into the master bedroom again presents a magical view out of a massive picture window with a petite master bath. The basement holds plenty of potential for finishing out, and gaining extra square footage. Adjoining the basement features a three car garage with more than enough room to store vehicles, farm equipment and much more! The property alone is an absolute gem prime for horse property, or crop production. Walking distance to the center of Sharon and just a 3 minute drive down to Mudge Pond where Sharon's cute town beach lies to take a swim or a paddle! New York City stands approximately just 2 hours from this possible weekend retreat!","1856962 sqft",785000,"SingleFamily"
1934,4,4,1954,"Washington property with Picturesque setting with stone bridge  and a stream  running through the back side of the property.  Stonewalls,  gardens , large tool shed plus an open back yard with privacy.  Generous size stone terrace for outdoor gatherings. *  Home offers  Quality craftsmanship throughout.  Wood floors on the  first floor excluding kitchen and bathroom.  Living room with granite fireplace detail moldings.  kitchen with island , tile back splash ,cozy  breakfast nook, chestnut  cabinets, tile floors.  Formal dining room with detailed moldings plus a large walk-in closet.  Family room with sliding door to stone terrace. First floor full bathroom. *  Second Floor Master BR suite with newly remodeled full bath. Two additional bedrooms and a full bath.  *  Lower level offers, Three car garage, laundry room with half bath plus a mudroom with sink and side door two stone walkway. Paved driveway with deeded access.  Close proximity to  Washington Depot, Steep Rock Land  preserve offering hiking trails , biking and fishing. Beach rights to Lake Waramaug.  Minutes to shopping and restaurants and Farmers market in the summer. This home is in mint condition.","29620 sqft",515000,"SingleFamily"
1954,3,3,1942,"Beautiful tastefully decorated Colonial with many updates.   Refinished hardwood floors throughout.  Living room with cozy wood fireplace and formal dining room.   Large family room has pocket doors and overlooks private fenced in back yard.  Enjoy cookouts on the private patio or just entertain family and friends.    Mudroom with laundry facilities and cabinets.   Custom blinds and shades throughout home.   Amazing master bedroom suite with fireplace, walk-in closet and full bath with his and hers sinks, large shower and built-in mini fridge.  Newer treads and risers on staircase.  Newer water heater, thermal pane windows, and oil tank.  Home also features 4 split system units to keep your house cool during summer and warm during winter.  Convenient location within walking distance to center of town, shopping and parks.  Added feature - there is fiber to the house for high speed internet connection with GoNetSpeed.","10018 sqft",314900,"SingleFamily"
1780,3,3,2002,"Majestic Candlewood Lake Views Await with this Pristine, Recently Updated, 3 Bedroom, 2 1/2 Bathroom, Quality Construction, Contemporary Ranch with In Law Potential. This magnificent home features an oversized Master Bedroom suite w/ recently updated tile shower & custom vanity, 2 Generous Guest Bedrooms each adorned with ample closet space and Serene Lake Views. The Prodigious Eat In Kitchen offers Granite Countertops, GE Stainless Steel Appliances, Tile backsplash, and a Formidable Island  w/ Cathedral Ceilings. Beautiful, Natural, Hardwood flooring flows throughout the Living Room & Dining Room accenting the space perfectly for your enjoyment. A colossal, recently constructed, 40' x 16' back deck further enhance this properties unique outdoor living appeal. The Cavernous, Fully Finished basement is perfect for use as a Family Room, or has potential In Law capabilities. Enjoy all that Candlewood Lake has to offer during summer months with Private Beach Access just a stones throw away. This home is conveniently located for New York buyers, and would be well suited for anyone seeking a Lake Access Excursion Home!","13939 sqft",425000,"SingleFamily"
974,2,1,1935,"Beautiful 18 +/- Private acres in Newtown. There are several possible home sites. Current home is a two bedroom, one bath cape.  Land has open field, rolling meadows and forest, several locations have long views.  You can built your home and keep the current home for an office/ business. Lots of nature and wildlife here, this is a property you must see to appreciate!","779724 sqft",1500000,"SingleFamily"
2061,3,2,2021,"One level living at it's finest! Step off of your covered porch into an inviting foyer that opens up into a great room, dining room, and eat-in kitchen with breakfast nook. This open floor plan is ideal for entertaining or relaxing at home. Veer off from your kitchen and enter your master suite, complete with its own foyer, master bathroom, laundry room, and walk in closet. Opposite your master suite, off of the great room, are two bedrooms and an additional full bath. Best of all, you select all finishes in the one-level, expansive home. Photos are representative of models.","11325 sqft",381900,"SingleFamily"
2930,5,4,1945,"Your ultimate YEAR Round waterfront home is waiting at 146 Middle Beach Rd. This luxury town house alternative boasts 4 bedrooms, 3 baths and a garage spread throughout 3 floors consisting of 2,600 sq ft.  Also included is a charming, seasonal, 320 sq ft. Guest House (141 Middle Beach) with ever- changing marsh views and rarely available, extra parking across the street! It is the perfect compound for summer months or a full-time seaside retreat. Enjoy the open concept on the first floor for panoramic views of Long Island Sound and Tuxis Island. The wet bar in the Family Room flows wonderfully into the Kitchen/Dining Room, allowing for a perfect entertainment space to watch the town’s annual 4th of July fireworks from the comfort of your own home! Escape to the third floor for a private office or set up a telescope on the walk-out deck for a picturesque night under the stars. The home has a show stopping exterior, with a newer paver driveway, low maintenance yard and a stone veneer foundation – but what is hidden to the eye is truly spectacular. The home is FEMA compliant with meticulous industrial engineering. The elevated structure is bolted to steel I-beams and is reinforced with corrugated steel walls under the sheetrock. It has breakaway walls on the lowest level, about 25 reinforced columns and Marvin grade 3-155 miles per hour hurricane windows. Taxes/Assessment, SF, Room Count & Acreage reflect both properties (141 & 146 Middle Beach: currently 2 separate field cards)","11325 sqft",1790000,"SingleFamily"
3606,4,4,1906,"Amazing value in Darien! Plenty of room for everyone in this beautiful 4 bedroom/3.1 bath renovated colonial with spectacular professionally landscaped yard and convenient location! Enjoy generously sized rooms and fantastic flow for entertaining as well as everyday living in just under 3000sf of living space! Storage won't be an issue here! Oversized attached 2 car garage, walk-up attic with great potential to finish, plus partially finished walkout basement with gym area and wine cellar are bonuses to this fantastic home. Close to town, train, and award-winning Darien schools. Come see this special home for yourself!  *Showings start Saturday 4/17*","14374 sqft",1150000,"SingleFamily"
3112,3,3,1930,"Enjoy your own peaceful retreat in historic Longshore Club where you are steps away from your own 18 hole golf course (golf cart included), har-tru tennis courts, swimming pools, Marina and sailing school! The spacious newly renovated 3 bedroom, 2.5 bath contemporary home features a lovely open concept perfect for your family. A brand-new designer kitchen has been installed complete with sub-zero refrigerator and Wolf gas stove. The main level also features a spacious master suite complete with walk-in dressing room, marble bath, and large shower. The upper level has 2 bedrooms which are connected by a large bath complete with walk-in shower and jet tub. A serene rooftop deck with water views and a bonus space, perfect as a play or sitting room, complete this level. The interior of the home has been beautifully designed by Mara Solow while the exterior of the home features beautiful landscaping and gardens. Artwork by Greenwich-based Cocoon and Fairfield artist Nat Connacher helps complement the spaces. Don't miss this opportunity to take advantage of the area's incredible amenities including Compo beach, children summer programs, outdoor dining, golf, tennis, swimming and sailing! Cottage is an additional 234 SF.","13503 sqft",2300000,"SingleFamily"
1106,2,1,1962,"Adorable two bedroom ranch set back from the road, boasting a large eat in kitchen, a living room with plenty of natural light pouring in, an office and a two car garage. Bonus second floor work area with outside staircase and plenty of storage. This Cape is ready to be personalized and made into your new home. A new septic system will be installed prior to closing.","27442 sqft",198500,"SingleFamily"
3371,4,4,2010,"Beautiful home sitting on 2.78 acres of quiet land away from neighbors.  Less than 10 minute drive to UCONN.  Close to highway for optimal commuting.  Well maintained with only one occupant in home living for 4 years.  New well pump and refurbished furnace.  3,300 total square feet including basement. In ceiling speaker and outdoor back patio speaker, great for entertaining.  Propane fireplace.  Large 3 car garage with ceiling storage racks.  Motorized retractable awning over back deck.","121096 sqft",450000,"SingleFamily"
1900,3,2,1958,"Welcome home to 30 Pierce Street! This sweetheart located on a cul-de-sac in a quiet neighborhood is a refreshing departure from typical interior ranch layout and styling. The eat-in kitchen is fully equipped with a stainless steel appliance suite, oversized ceramic tile floor, hexagonal backsplash, quartz countertops, and white shaker cabinetry. Directly off the kitchen is the perfect room for an office. Down the hall from that is a full bathroom with tile shower surround, ceramic grey veined floor tile, and a wide vanity w/ mirror and brushed nickel hardware. Not far from the full bath are two nicely sized bedrooms, situated directly across from the living room and finished basement entryways. One of the most clever parts of this ranch is that the wall that normally encloses the basement staircase has been removed and replaced with a timeless wrought iron railing encasement, creating the feeling of space, and giving the living room even more character. And the fully finished basement nearly doubles the living space - recessed lighting, raw barn doors, earth toned vinyl plank flooring, full bath, and a wall of windows make this one of the most versatile spaces I've had the pleasure of presenting. Home theater, gym, playroom, recreation room, guest quarters, or family room. And it leads out onto a freshly poured sizable concrete patio, perfect for grilling on a warm summer night. New hot water heater, windows, and newer roof. Make an appt and fall in love today!","20037 sqft",249900,"SingleFamily"
1372,3,2,1955,"HIGHEST & BEST BY SATURDAY, APRIL 17TH AT 6 PM.    Awesome one owner Ranch lovingly maintained by the same family for over 50 years! . . . . Main level offers sun-filled eat-in kitchen with plenty of cabinets, spacious living room with hardwood floors, 3 good sized bedrooms also with hardwood floors and a full bathroom.  The basement is mostly finished, heated, has another full bathroom and a laundry room.  This home offers newer mechanicals, gas furnace is about 7 years old, gas hot water heater is about 4 years old, windows are about 7 years old and central air conditioning is only 2 years old.  There is a nice side patio, a small enclosed breezeway leading to the kitchen, and a good sized, level back yard too.  This is a great home whether you're just starting out or just winding down, either way it's a win!","8712 sqft",159900,"SingleFamily"
2560,3,4,1961,"This bright and spacious 3 bedroom 3 ½ bath home with an in-ground heated gunite pool is located on a cul-de-sac off lower Stanwich Road and offers all the luxury and comforts of today’s lifestyle. The main level has an open floor plan that is great for entertaining and everyday living. The updated gourmet kitchen with large island, wolf appliances, sub-zero fridge, granite counters, and radiant heat flows into the family room with cathedral ceiling and wood burning fireplace. The formal dining room has a custom built-in with wet bar and a wine cooler, and opens to the spacious living room with a second wood burning fireplace. Additional features include a master bedroom suite with whirlpool tub, great space on the top floor for an office or playroom, a two car garage, and central a/c.","12196 sqft",1695000,"SingleFamily"
1564,3,1,1950,"MUST SEE! MOVE IN READY! THIS UNIQUE 1,564 SQ FT,  3 BEDROOM 1 FULL BATH RANCH STYLE HOME IS LOCATED IN A VERY PRIVATE AREA IN MIDDLETOWN IN A CUL-DE-SAC,  CLOSE AT THE SAME TIME TO THE I-91. FRESHLY PAINTED, VINYL SIDDING, NEW HARDWOOD FLOORS. TAKE DELIGHT IN THE BEAUTIFUL KITCHEN WITH NEW GRANITE COUNTERTOPS, NEW SINK AND STAIN STEEL APPLIANCES. PROVIDING AMPLE SPACE WITH A LARGE OPEN FLOOR PLAN, A GORGEOUS BRICK FIRE PLACE WITH A NICE VIEW THROUGH ALL THE WINDOWS. LARGE MASTER BEDROOM  AND THE  2ND BEDROOM ALSO WITH A GOOD SIZE AND SPACIOS CLOSETS, THE LAUNDRY IS ON THE MAIN LEVEL, ALSO NEXT TO AN OFFICE SPACE AREA. IT HAS CENTRAL AIR, UNFINISHED BASEMENT CONNECTED TO THE 2 CAR GARAGE AND ALSO IT COUNTS WITH 2 DRIVEWAYS, A GOOD SIZE SHED AND A NICE BACK YARD,  HALF OF ACRE, JUST MOVE RIGHT IN!!! PRICED TO SELL!!! VERY LOW TAXES $3,602.84, THIS INCLUDES WESTFIELD FIRE TAX DUE ANUALLY EVERY JULY,  AND IT WILL WORK FOR ANY TYPE OF LOAN, ( DINNING ROOM OR SUNPORCH CAN BE UTILIZED AS A BEDROOM) (3RD BEDROOM CONVERTED TO DINING ROOM, YOU COULD REVERSE TO A BEDROOM OR BIG SUNROOM)  PROPERTY HAS CAMARAS!!!  PROPERTY TAX $3,448.00 + FIRE ANNUAL  TAX $154.84 TOTAL $ 3,602.84","30056 sqft",225000,"SingleFamily"
800,2,1,1949,"Handyman Special! Come take a look at this adorable Economy style cape! The home has 800 Sqft and features 2 bedrooms and 1 Bathroom! Bring your eye for design, and come see how you can turn this into the home of your dreams! Fantastic opportunity for an Investor or Owner Occupant.","6969 sqft",85000,"SingleFamily"
4540,5,4,2001,"WATERFRONT SANCTUARY ~ This private seaside retreat in an idyllic setting high above Long Island Sound is a rare opportunity to own a truly unique and special property that offers tranquility and inspiration with its sweeping views of the sea and speciality trees, perennial gardens, and abundance of nature on 1.36 acres of direct waterfront. Begin your day with the sun rising over the water in front of you on your balcony in your MBr suite high above LIS, take in the sunlit days on the expansive deck watching the sea sparkle, and wind down your evening with a glass of wine in the gardens with the moonlight dancing on the water in front of you. Beautifully designed, this classically elegant 4500 sf/5 BR/3.5 bath shingle style home was built by renowned Lyme craftsman, Skip Broom, with superior construction, distinctive detail and ever-changing scenery from each room. Sunlit living spaces open to the nature around you, inviting both relaxation and entertaining while a separate studio building with its performance-level cork floors and 360 degrees of windows are perfect for yoga, dance, meditation, art, music, or an office.","59241 sqft",2800000,"SingleFamily"
2347,4,3,1950,"Great Convenient Location- Updated 4 bedroom and 2.5 bath Cape/Colonial Style home with Hardwood Floors throughout.  Spacious Living Room with lots of room for Entertaining, Dining Room was Freshly Painted, Kitchen with Pantry, Cozy Den, 4 Spacious Bedrooms on the 2nd floor with Newer Bath, Lower Level has Playroom/Media Room, Office, Laundry Room and Full bath-  Great for Entertaining, Mancave, Teen Hangout etc..  The Outdoor Space includes Large Deck, Carport and Upper Deck with Plenty of Paved Parking make this a Great Place to Call Home!  There is a RING Doorbell and Camera System in Place. HIGHEST AND BEST BY MONDAY- APRIL 19th at 12 NOON- thank you!","4356 sqft",343000,"SingleFamily"
1624,3,2,1950,"Amazing Unionville location across from Farmington River!!! Unionville center, bike path/hiking trail, schools, restaurants, mini golf and fun community seasonal events, all within walking distance! This adorable Ranch features a living room with hardwood floors and cozy fireplace and leads into a sunny eat-in kitchen. Main floor also features a full bath, 3 bedrooms and a separate sitting room/den off the master bedroom. Enjoy an additional 400 SF of living space in the lower level, perfect for a family room or rec room. Lower level also has a half bath. Enjoy all that this home and the town of Unionville has to offer! Tour today!","10890 sqft",249900,"SingleFamily"
9665,6,8,2017,"Better than new! This spectacular recently constructed home has been taken to the next level. Perfect combination of traditional and transitional exterior combined with a chic interior provides seamless flow. Near town, within private, and quiet Calhoun Drive Association with huge useable yard and pool. Dramatic double-height central foyer leads directly to formal and informal areas, all finished and decorated to the highest standard. Open plan kitchen / family room is at the heart of the first floor and is flanked by a large mudroom and butlers' pantry. Ultimate bi-fold doors offer access to the bluestone paved deck with firepit and built-in grill. The flat yard has been enlarged with new stone walls as well as upgraded with deer fencing and new landscaping that further encloses the year-round pool with retractable cover and spa.  The second floor features a large master suite including his / hers closets and a sitting room / office area.  Four further ensuite bedrooms, as well as, laundry room, complete the second-floor layout.  Dramatic light-filled second stairway connects to lower level with a huge playroom, media room, 6th bed / bath, sauna and gym. Square footage includes bonus space on third floor and finished lower level, for a total of 9000+ sq. ft. A three-car garage and whole house generator round out this gracious home.","56192 sqft",7250000,"SingleFamily"
1649,3,2,1986,"This is not your average Raised Ranch! Meticulously maintained with large addition in 2008 which added a 2 Car oversized Garage, Master Bedroom Suite, and Living Room to make this custom home shine! New 35 foot composite deck added in 2020 with vinyl railings adds to the outdoor amenities of beautiful stone walls and outcroppings that surround the home which give it privacy and visual interest. There is a working waterfall and pavilian area as well as lots of low maintenance annuals that bloom at different times for each season. Inside, there is an updated kitchen with huge pantry closet and Convection oven along with open concept dining area. Light and bright living room with oversized 5x8 picture window to enjoy the sunrises along with a french door with side panels that open overlooking the deck. Lower level has additional bedroom, loads of storage and could be converted to extra living space. Nothing to do here but move in as everything has been updated...roof, vinyl siding, Pella windows, well components, hot water heater...the list goes on and on! Schedule your showing today, showings start on Friday, April 16th!","26136 sqft",295000,"SingleFamily"
2624,4,3,1978,"Located 90 Minutes outside of NYC, this Connecticut Colonial is sited on a park like 2+ acres. Unmatched craftsmanship is evident in the masonry as you drive up the gated entrance, past the tranquil waterfall and arrive at the stunning tiered yard which has been thoughtfully crafted and perfected over the years. From the beautiful stone patio and pergola, perfect for outdoor entertaining, to the pool SITE which could also house a play space, perfect for soccer or any outdoor activities, this is not your ordinary yard, but truly an oasis. Meander to the side yard where the raised garden beds will be a favorite location for the gardener in your life. Inside, you will find an open concept family, kitchen, dining room, complete with a cozy stone fireplace. A vaulted ceiling that adds drama and a coffee/wine bar with drink fridge combine to make this a perfect spot for gathering. The main floor also boasts an office with a SECOND rustic style fireplace as well as a half bathroom. Upstairs, you will find four generous sized bedrooms each featuring hardwood floors. The master bedroom not only has a full bathroom with double sinks but also includes access to a private deck overlooking the yard, a perfect spot for reading or relaxing.  The three other bedrooms share the second full bathroom on this level with an updated shower with glass door.  The partially finished lower level has potential for many uses plus houses the THREE car garage. Set up your showing today!","93654 sqft",499000,"SingleFamily"
1080,3,1,1944,"This well maintained 3 bedroom cape is waiting for you. It has an eat in kitchen, tile flooring, all appliances remain.   Fireplaced living room, with a bow window, and wood floors.  Dining room has sliders to a covered deck that leads to a level back yard. The tandem garage leaves plenty of room for you. Owners park a truck and a car in it  It also has a work bench area for the person that likes to dabble. First floor bedroom that is generous in size. and two bedrooms upstairs with plenty of closet space. Lower level has a finished rec-room. and a laundry area. Hatchway for easy access. Central air is just another plus! This home is conveniently located near many amenities that Manchester has to offer. Schedule  a showing today!","9147 sqft",182900,"SingleFamily"
5392,4,4,1750,"Old world charm married with today’s modern amenities, this Georgian Colonial has it all including a amazing, separate modern guest house/in-law suite! There is also a bonus third property set up as a full functioning workshop with 200-amp service and exhaust system, a gym room and a storage area. The property boasts 5000 sq.ft. total with 7 fireplaces, central air, central vacuum, a new heating system, new stand-by whole house generator and a modern, chef style kitchen. The main house has 3 large bedrooms and 2.1 baths including a master suite and a second-floor laundry room! The 2cd house has 1 bedroom with 1 bath and bright, sunny open concept kitchen/living room. Throughout the main home the rooms are generously sized and there is a one car garage is under the main house. This is truly a spectacular one-of-a-kind property! Coming soon!! Professional photos coming soon.","7405 sqft",349900,"SingleFamily"
