"AREA","BED","BATH","BUILT","DESCRIPTION","LOTSIZE","PRICE","TYPE"
NA,NA,NA,NA,"Commercial lot on busy Route 12 with city water, sewer & gas now available at street with newly rebuilt road for the Lowes warehouse. A-2 survey available. Priced reduced to settle estate. Just south of CVS, Advance Auto Parts & McDonalds. Available rear of lot is on I-395.",NA,199900,"Unknown"
1680,5,3,1890,"Charming 1890's Five bedroom home built by the Strong Family. Heated sun room . Grand foyer entry leads to a bright Heated sun room on the left or straight ahead thru french doors into the  living room  with gas fire place, bay window and  built in bookcases . Formal dinning features parkay floors & built in china closet . Updated eat-in kitchen leads to covered porch . Beautiful stairway leads to second floor with three bedrooms & full bath . Third floor has 2 bedrooms and a full bath. Thermopaine windows and hardwood floors .   Walk out basement with workshop , and attached garage and car port . Walking distance to recreation and services and EZ access to Rte.8 and Rte. 44 .","8712 sqft",199900,"SingleFamily"
1122,3,1,1939,"Country location, great bones with a little TLC could be amazing.  Subject to probate. Low water level in septic tank.  Holding tank on water system needs replacing, Newer underground oil tank.","56628 sqft",199900,"SingleFamily"
NA,NA,NA,NA,"AMAZING COMMERCIAL INVESTMENT OPPORTUNITY!!!!!! The lot is fully is approved for a 6000 Square Foot 5 Unit Commercial Condominium Building To Be Built in Neighborhood Business Zone. Many Commercial uses possible, such as Office, Medical, Drug Store, Retail, Beauty Salon, Yoga Studio, Gym Fitness Studio and Much More. All Approvals in Place Ready to Break Ground. Agent related.  The lot is also offered on MLS number 170310212 as a to be built and  Individual Units MLS 170310207 and MLS 170310209",NA,199900,"Unknown"
1015,1,2,2021,"BEAUTIFUL 2021 RANCH w/ GARAGE UNDER (To be built) NO MAINTENANCE!  BRAND NEW EASTFORD MEADOW Condo project with   GORGEOUS kitchen w/ WHITE CABINETS and GRANITE COUNTERS, BREAKFAST BAR and STAINLESS STEEL appliance package next to the breakfast area w/ SLIDER to CONCRETE PATIO.  LARGE living room leads to FARMERS Porch to enjoy your evenings. This home has a LARGE BEDROOM. 1 FULL BATHROOM and a laundry area as well as a half bath!  PAVED DRIVEWAY, CENTRAL AIR in a planned unit development .Backof garage for storage. $200 Maintenance fee a month for trash and grounds maintenance. TOP NOTCH BUILDER who takes pride and ownership and has QUALITY work throughout. Completion is around MAY 15 th WEATHER PERMITTING. Similar to photo and plans.","No Data",199900,"SingleFamily"
1472,3,2,1938,"Incredible opportunity to bring this charming home in the Lake Garda Improvement Association back to its original grandeur. The main house features a living room, dining room, kitchen, 2 bedrooms, a full bathroom with tub & shower, plus a family room with a cozy wood burning fireplace. In addition, there is a 1 bedroom accessory apartment above the spacious 2 car garage. The large level yard is ideal for rest, relaxation and entertaining. Beach rights are available with the association. Home being sold ""as-is"", with any inspections for buyer's info only. This home is conveniently situated close to shopping and just 2 hours drive to Boston and NYC!","18730 sqft",199900,"SingleFamily"
1621,3,2,1915,"Modern colonial with gleaming hardwood floors. Conveniently spacious large bedrooms (3). This property as well has 2 bathrooms, an enclosed porch, newer mechanicals & roof. Enjoy the fireplace in the living room. Enjoy great energy saving with solar panels with a contract to be assumed by buyer.","5662 sqft",199900,"SingleFamily"
2194,4,2,1891,"Single family home, once converted to a multi family, previously used as an office. This property is zoned residential/commercial. Many updates including new roof, windows, sheetrock, lighting, paved driveway/lot in 2014. New gutters in 2015. This home has one kitchen on  the first floor, half bath on first floor. Second floor could be turned back into a multi family by adding a kitchen. There is a full bath, walk up attic that could be used for storage, extra living space.  Beautiful hardwood floors throughout the home. Plenty of space with many option for use for offices, group home (handicapped ramp and first floor bath installed). No retail or wholesale use. See attached zoning regulations. This property will not pass FHA/CHFA due to peeling paint. Plenty of space with true 4 bedroom, 1.1 bath in great location. 2 bedrooms on second floor have access to full bath. Plus the walk up attic! On bus line, close to shopping, hospital. Use your imagination to make this your new home, office or potential for 2 family by adding kitchen and adding to half bath to make it a full bath.","11761 sqft",199900,"SingleFamily"
1533,4,2,1924,"Charming older Colonial with old-world character throughout.   This home offers 4 bdrms on upper level, 1.5 baths and 1,533 sqft. Additional finished space in lower level. Formal living room with fireplace opens to dining room. Fully appliance kitchen with pantry for additional storage. Large 2 car detached garage. Centrally located, close to shopping, restaurants and easy highway access.","5662 sqft",199900,"SingleFamily"
1214,3,2,1967,"This lovely ranch located near Cedar Lake area sits on a 3.1 acre lot with possible sub-division. Builders and investors take notice!! There are hardwood floors throughout and a large eat in kitchen that opens up to a concrete deck with scenic views of the wooded yard. Perfect for outdoor gatherings.  This property offers so many possibilities.","135036 sqft",199900,"SingleFamily"
1470,3,2,1943,"Welcome Home!!!  This adorable cape was fully renovated in 2018!!! The first floor has a custom granite kitchen, a full bathroom, a generous living room and 2 bedrooms.  The second floor was converted to a master bedroom suite with a dormered full bathroom.  The lower level boasts a newer finished den.  Excellent location for commuting close to everything!!!  Schedule your showing today before it is too late!!!","5662 sqft",199900,"SingleFamily"
1600,3,2,1973,"Spring has sprung! Time to enjoy this bright and sunny home located at the end of cul-de-sac. This home has 3 bedrooms and lower level family room with 1/2 bath and storage. Chimney for woodstove in family room. Laminate floors, thermopane windows, new storm doors. New deck to enjoy. New roof in 2018. Close to Rt44 and Rt 8. Don't miss this one.","17859 sqft",199900,"SingleFamily"
1127,3,1,1865,"Home owners or Investors please take note. Walk to it all! Park, train station, school, shopping and down town Branford. Cross the bridge and hit the Stony Creek Brewery for a beer & a snack at the food truck. Bring your fishing pole or crab net and walk to the Indian Neck Bridge over the Branford River to try your luck. Ride your bike to Branford Point as the 4th of July fireworks will return ! Home is in need of some updating and is in a flood zone. Current quote $2,000/year for flood insurance. With such low rental inventory this would make a great investment. Flat level yard with storage shed. Private driveway and plenty of parking. Home overlooks the baseball fields and playground areas of the Community House & newly constructed Senior Center. Live in the heart of Branford and enjoy all that this beautiful town offers.","3920 sqft",2e+05,"SingleFamily"
1411,2,2,1941,"This is the cozy cape that feels like HOME! Features 2 beds and 1 1/2 baths plus partially finished finished lower level. There is potential for an office and 3rd bedroom. Entry foyer with opens up to the large living room. The kitchen is adjacent to formal dining room.  The main level offers a half bath and a bonus room/sunroom.  The upper level has two large bedrooms and a full bath. Additional space in the finished lower level, makes a great play room, home office and storage. Enjoy a large screened in back porch, great for starting your day or the perfect end to the day. There is a drive way long enough for several cars and a detached garage. Make this your home today!","5662 sqft",2e+05,"SingleFamily"
1176,2,2,1950,"Light, bright contemporary. Easy to town boat launch.","5662 sqft",NA,"SingleFamily"
1228,3,2,1959,"This beautiful cape cod style home offers 3 bedrooms, 1.5 bathrooms, and over 1200 Sq Feet of living space ready for you to make it your home!! This corner lot includes a great-sized yard and a large driveway for convenient off-street parking. Tons of updates throughout, there is nothing for you to do but move-in and enjoy life. This is the definition of TURN KEY READY! Don't wait, this home will not last!","6969 sqft",2e+05,"SingleFamily"
1439,4,2,1953,"A rare find well-kept four-bedroom Cape Cod featuring an ample living room with a fireplace and large kitchen. On the main level the property offers two bedrooms with a full bathroom and on the second level you will find two additional bedrooms with a full bathroom. That is not all… This property offers a Large back yard for all your family gatherings & special occasions. A large basement with endless possibilities. Make it yours & bring your personal touch to make it shine again. The appliances will remain for the buyer’s enjoyment.  A newer Rheem hot water tank approx. 1 year has been installed. Showings will be held only on Saturdays from 9-3pm.  This sale is subject to the Seller finding suitable housing.   The property is being sold in as is condition.  The Buyer will be responsible for obtaining a smoke certificate.","8276 sqft",2e+05,"SingleFamily"
1520,2,2,1950,"Come see this well maintained Cape Cod! Hardwood floors throughout the house, updated kitchen and solar panels. Bonus rooms are currently used as bedrooms. Sit on the back porch and relax in the pool. Home is being sold with the lot located next to the house. Make an appointment before it is sold!","4791 sqft",203000,"SingleFamily"
1392,3,3,1953,"This is a great opportunity to get into the Town of Ellington housing market. Property is an Estate and is being sold ""as is"" and is subject to Probate Court Approval No property disclosures are available. House has good bones but needs attention and updating. Flexible floor plan with some unique features. Living room features a wall to wall stone fireplace. A large deck is located at the rear of the property. The first level of the lot is flat and level, an additional portion of the lot is accessed by a staircase that leads to the upper level area with a storage shed.  Property offers great views from the upper level. Buyer may do all inspections but are for buyer's information only. Owner will remove dogs prior to showing. A little sweat equity can bring this home back to your personal  dreams! Don't miss out on getting into the market at these low interest rates!","9583 sqft",204500,"SingleFamily"
1050,2,1,1930,"One floor living and walk to town location! Charming and well maintained home in the heart of the village. Small, level lot is easy to care for. Private yard in back, and a nice stone patio in front to watch the world go by. Town water and sewer. Thermal windows. Vinyl siding. Crawl space.","6098 sqft",204900,"SingleFamily"
1101,4,2,1951,"This lovely, well-maintained home in a very desirable neighborhood in East Haven is the perfect home for someone looking to start or buildup their real estate portfolio. Currently being rented with a lease that expires in September 2021, this home can give you everything you are looking for when buying an investment property. The main level of the home has beautiful, recently redone hardwood floors, and hosts a large eat-in kitchen, 2 bedrooms, and access to the massive back deck. The upper level of the home has 2 large bedrooms and a full bathroom. Outside, the wrap-around deck with a built-in hot tub leads to a grand staircase in the front and a secluded backyard in the back and side of the property. With recent updates including; new oil tank installed in 2008, wall to wall carpet upstairs in 2018, the interior of the home was (fully) painted 2018, hardwood floors refinished in 2017, and the roof was done in 2003 with 30 year shingles and a new garage door & opener in 2011, you don't want to miss out on your opportunity to own this great home!","10018 sqft",NA,"SingleFamily"
NA,NA,NA,NA,"Rare opportunity to have a 2.18 acre lot in the Lombardi Industrial Park. This lot is zoned light industrial. The potential uses of this land include office buildings, research facilities, warehouse, lumber yard and many more.",NA,205000,"Unknown"
2118,3,2,1980,"DEVELOPMENT PROPERTY. POSSIBLE 4 LOTS plus the single family home if the 2 family is torn down. MUST BE SOLD WITH 771 FARMINGTON AVE TOTAL PRICE $405,000. Great development opportunity for single family homes (8000sf lots) adjacent to Pulaski Middle School.  781 and 771 Farmington Ave being sold as a package; single family plus 2 family, 2 outbuildings and barn on 1.39 acres of land. Ideal location minutes from the Farmington line, BATTERSON PARK and the I-84 entrance ramp. Both buildings sold AS IS.  S2 zone","18730 sqft",205000,"SingleFamily"
1027,4,1,1900,"Location, Location, Location... Fully remodeled Victorian home in the HEART of Stafford Springs!  This home is a 4 bedroom 1 bath.  All brand new, kitchen has amazing granite counter tops, stainless steel appliances.  Everything has been remodeled in the bathroom.  New laminate flooring throughout,  brand new water heater and oil tank too!  Roof is only 4 years young.  This home is close to all amenities and everything you need. 10 minutes from highway 84.  In the summer enjoy the lake that is open to all local residents.  Showings start on March 12, 2021","10890 sqft",205000,"SingleFamily"
1662,4,2,1952,"Property is reported to be OCCUPIED. Occupants are not to be disturbed or contacted under any circumstances.","8712 sqft",205535,"SingleFamily"
1040,2,1,1939,"This stunning ranch features 2 bedrooms and 1 bathroom! With pristine hardwood floors, updated kitchen and bathroom, all you have to do is unpack and move in! Stainless steel appliances, gorgeous countertops, and farmhouse sink rounds out your kitchen neutral color paint makes decorating easy. Additional living space down stairs. Enjoy the pool in the backyard.","19602 sqft",195500,"SingleFamily"
1536,6,2,1955,"Rare find, 6 bedroom home located on a rear lot. This property features a level open yard newer roof updated windows. Property is priced to sell....sold in ""As Is' condition come take a look you won't be disappointed.","25700 sqft",209000,"SingleFamily"
2220,4,3,1973,"Built in 1973, this high ranch style single family residence features one car garage and full, unfinished basement. Covered front porch. Kitchen with plenty of cabinet space. . Damage include, but not limited to, walls, flooring and ceiling throughout. Property consists of approximately 2,220 square footage of living space.","25700 sqft",209350,"SingleFamily"
1056,3,2,1962,"Showings by appointment only with 24 hour notice**Current lease ends 5/21/21* Nice Ranch with 6 Rooms, 3 Bedrooms and 1.5 Bath. Great Opportunity for owner occupant OR Investment! UNH Tenants have rented the last 10 years. West Haven is close to Notre Dame High School, Yale University, SCSU, UNH, VA Hospital, Yale New Haven Hospital & Yale St Raphael's Hospital. Great commuting city with a train station and 91, 95 and RT 15 close by and bus lines available.  Conveniently located close to UNH. Also, close to the West Haven Beach to enjoy the boardwalk and sound.  TENANTS OCCUPY, NO Lockbox. **NEW GAS FURNACE BEING INSTALLED 2-4 WEEKS**","7405 sqft",209900,"SingleFamily"
1246,3,2,1880,"Nicely maintained property in move in condition.  Vinyl siding, front porch, large living room.","5227 sqft",209900,"SingleFamily"
1628,3,3,1925,"Well kept East side Colonial style cape with attached one car garage.  1st floor family room-den with to to rear yard.  2 1/2 baths, finished lower level with full bath.  Close to schools,shopping, and highways","10018 sqft",209900,"SingleFamily"
1003,2,1,1970,"Look no further, this newly renovated home set on over an acre of land is absolutely gorgeous!! Some recent upgrades include new windows, 100 amp electrical service, new roof, new plumbing, new septic, remodeled kitchen with Stainless Steel appliances, updated cabinets and countertops, brand new flooring in bedrooms and fresh paint. The bathroom includes a washer and dryer and has been remodeled as well, gleaming hardwood floors in the living room and a great three season porch. Upstairs has a newer carpet, a wonderful office space and separate bonus room. This property includes a separate income earning ($700 month) 2 bdrm updated Mobile home complete with new electrical, plumbing and new furnace and a detached one car garage. Set  on a beautiful open lot with SO much potential. Financing Available through Jewett City Savings Bank.","52272 sqft",209900,"SingleFamily"
1819,4,2,1862,"Gorgeous Victorian Colonial in a well established neighborhood. Come and enjoy the front porch viewing professionally landscaped grounds. Completely    remodeled with hardwood flooring throughout. This home offers 3/4 beds, office on main level.... remodeled full bath on second floor and half bath on    main    level, white kitchen cabinets, New split A/C. Interior has been freshly painted. Pellet stove ready for those New England winters. Walk up attic can be    finished    for extra living space. Newer mechanicals and new windows. Level yard with stone wall 2 car detached garage loft area and 2 bay garage with plenty of    storage space and barn. Home has been recently surveyed. Walking distance to parks, recreation, library, shopping, restaurants and public transportation.    Enjoy the short distance to the Litchfield green and all its fine restaurants. Don't miss out on this house!","10890 sqft",209900,"SingleFamily"
888,2,1,1960,"This 1 level ranch home boasts potential! Spacious eat in kitchen with an abundance of cabinets that opens into an oversized living room.  2 bedrooms with full bathroom on main level.  Hardwood under carpet.  Breezeway leading to large deck overlooking .7 of a fenced yard! Basement has a separate entrance to the yard with a bar ready for finishing touches.  Central air.  Large driveway.  Conveniently located to shopping, highways, restaurants and more!","30492 sqft",210000,"SingleFamily"
NA,NA,NA,NA,"One of the largest pieces of industrial property along Route 8 corridor between Waterbury and Bridgeport.  50 acres being offered at $210k per acre, ideally located for Distribution Center  Property will accommodate a 500k +/- sf warehouse facility     Parcel is part of a larger assemblage of properties totaling over 200 acres for future proposed Transit Oriented Development.",NA,210000,"Unknown"
NA,NA,NA,NA,"Here it is! Excellent commercial property located on a highly traveled road with 93 feet of Wolcott Road frontage. This great purchase comes with city water, with gas and power in the street, and a garage with a fully powered loading dock! Maps are available. All potential buyers are urged to check with the town hall pertaining to regulations, etc.  Truly a wonderful opportunity to become a Wolcott business owner.",NA,210000,"Unknown"
1049,3,2,1972,"New to market a Raised Ranch that needs very little... Make this your home with a little effort and save a ton of money. This property features 3 Beds, 2 Baths, central a/c, worry free electric heat, finished lower level with a fire palce and the best of all an in-ground pool. Property also features a unique second garage building with 2 bays, a loft and a partial basement -it even has its own electric panel. Some work is required to finish up incomplete work in the garage. Excellent opportunity for folks who are looking for space for a work shop or to store vehicles. All due diligence will be buyer team responsibilty. This is an as-is sale. Utility activations, inspections, their coordination and any costs involved will be buyer responsibility. Property is conveniently located of Route 6 and very near all the amenities one would want.","13503 sqft",210000,"SingleFamily"
1616,4,2,1971,"Affordable Raised Ranch in a quiet Terryville neighborhood near Fall Mountain & Cedar Lake! This home offers a living room with fireplace, spacious eat-in kitchen, a full bath and 3 bedrooms with hardwood flooring on the main floor. Master has private half bath. Sliders lead out to the deck overlooking a peaceful back yard. Stay cool in the summer with central air! Lower level includes a laundry room and 2 additional rooms that can be used as a bedroom, family room, rec/play room, home office or fitness space. This home offers a new roof, new furnace, new hot water heater, newer windows and a freshly painted interior. Tour today!","16117 sqft",210000,"SingleFamily"
800,2,2,1956,"Conveniently located ranch that permits both residential and commercial use.  800 sq. ft. of residential space that is 2 spacious bedrooms, living room, eat-in kitchen and full bathroom. The remaining 460 square feet for office or business use.  Features include central air, hard wood floors, fireplace and beautiful views.  Plus additional ½ bath and 3 more rooms in walk-out finished lower level. Laundry hook-ups in lower level. Heated garage under.  Large Storage shed attached to garage.  Large back yard overlooking the river below.  Great location.  Plenty of parking.  Handicap Access ramp. Recent improvements include a new tub and shower surround with plumbing upgrades, fresh paint and freshly polished hard wood floors.  See the virtual tour by selecting the movie reel icon above. Owner is real estate agent in MA.  Also see MLS 170362191.","43560 sqft",210000,"SingleFamily"
1262,2,2,1955,"Small but cozy home with attractive yard.  Being sold ""as is"".  Home needs work but has good ""bones"".  No Owner's Disclosures available as the property is owned by an Estate.","28749 sqft",210000,"SingleFamily"
1360,3,1,1955,"Great investment property or starter home. The 1300 plus square foot house has beautiful hard wood through out. New front and side porch installed in 2017. Newer propane forced hot air furnace with central air. New well pump installed in 2017. . will be installing new roof on the house. Has certificate from the town as a rental.","26136 sqft",210000,"SingleFamily"
1458,4,1,1950,"Enjoy convenient one level living with this Ranch that abuts Farm Hill Elementary School. Enter the spacious eat-in kitchen from the breezeway that also leads to the back deck and the attached garage. Off the kitchen is the dining room with slider out to the back deck perfect for entertaining and providing plenty of privacy. The dining room opens to the living room with large window allowing for lots of natural light. 2 spacious bedrooms and a full bath complete the main level. The lower level has 2 additional bedrooms recently added with new carpets and paint, and plenty of space for storage or to create more living space. Located in a great neighborhood close to everything!","14374 sqft",209900,"SingleFamily"
1392,3,1,1923,"Cozy Affordable updated Colonial! 3 bedroom - 1 bathroom recently updated. Hardwood Floors throughout. Updated kitchen with Stainless Steal Appliances. Master Bedroom offers huge walk-in closet. Conveniently located near bus line, shopping and restaurants. Great investment or Starter home.","No Data",214000,"SingleFamily"
1451,3,1,1900,"2 lots for the price of 1! Great 3 bedroom, 1 bath home has several updates including new flat roof, March 2021. Home has gorgeous vintage hardwood floors through out. Bright tiled entrance is a newer addition.  Large living room with a lovely river stone  fireplace overlooks beautiful, spacious yard including a private pond and several mature trees. Private pond had been hand stocked with bass, cat fish and trout over the course of 50 years. Several big ticket items have been updated including new vinyl siding, replacement windows, a drilled well, a new side deck, both chimneys have been re flashed in March 2021 when flat roof was replaced. Basement has a full sized door on ground level making it convenient to bring wood  in. 2 sheds provide tons of outdoor storage! Oversized paved driveway. Current owner has flagged what he recalls to be the back of the 2nd lot. Lots are adjacent and being sold together, new owner can do as they see fit. Schedule your showing today!!!","119790 sqft",214000,"SingleFamily"
1883,5,2,1914,"Large five-bedroom house located on the park across the street from the pond house.  This historic neighborhood house has all the amenities that make this house the complete package.  This house has a full bathroom on the first floor and a full bathroom on the second floor.  It has a fireplace, a detached garage, and is on a corner lot.  It has natural hardwood floors and it heats with gas.  It's unique stucco style finish on the outside adds to the appeal of the historic definition and is just waiting for a homeowner to put the finishing touches on this home to make it complete.","8276 sqft",214000,"SingleFamily"
2440,3,2,1910,"This is the one! The one you have been looking for! Beautifully renovated Single-Family Home in Torrington, CT has 3 beds, 1.5 baths, 1,710 square feet with a 1 car garage and ample parking. Home was left to the studs and renovated fully! Almost everything is new. New kitchen with SS appliances, herringbone backsplash, and quartz countertops, kitchen island, and open concept - a host's dream! Modern finishes include vinyl plank flooring on both levels of the house, white shaker style kitchen cabinets, brand new bathrooms with modern tiling. Brand new plumbing and electrical, no detail has been spared. Bright and sunny spaces everywhere in the house - make this your dream home!","7840 sqft",214900,"SingleFamily"
2,3,NA,1920,"This 1008 square foot single family home has 3 bedrooms and 2.0 bathrooms. This home is located at 11 Euston St, New Britain, CT 06053.","0.27 Acres",NA,"SingleFamily"
1566,3,1,1948,"Welcome to 893 Pine Street. This beautiful home is totally updated and has so much character. There are gleaming hardwood floors through out, home has an open floor concept. The large eat-in kitchen is updated with a lovely tiled backsplash, tray ceilings, recessed lighting, stainless appliances and even a farm sink! There are 3 bedrooms upstairs and the basement has a bonus room or office . Laundry room is on the first floor off the kitchen. House is heated with gas, the hot water heater is brand new and roof is only 6 years old. It has a very large back yard and is fully fenced with privacy galore. There is a large double deck with an outdoor kitchen area, great for your entertaining! There is also a huge shed for your lawn mover and other tools and a garden shed. You do not want to miss out on this home!!","18295 sqft",214900,"SingleFamily"
1200,3,2,1978,"""ATTENTION"" Estate sale. SELLING ""AS IS"" The rear deck has been removed so no rear access. e All bids should be highest and best. Because of condition CASH ONLY. All offers to have proof of funds and a respectable deposit. .  NO CHILDREN ON SITE BECAUSE OF CONDITIONS INSIDE AND OUT.  Property is posted. PLEASE PLEASE do not sent clients to the property with buyers agent. Property has been probated.  All inspections must be within 7 days and are for buyers information only. NO SELLER REPAIRS. AENTS AND CLIENTS MUST ADHERE TO THE COVID GUIDLINES.","44866 sqft",215000,"SingleFamily"
1008,3,2,1963,"New Roof less than a month ago on this cute and updated ranch style home with gleaming hardwood floors in living room, 3 bedrooms and hallway.  New front door and storm door greet guests.  The clean and efficient white kitchen and cabinets with new counters, backsplash, faucet and new tile flooring will delight you.  There are 3 generous sized bedrooms and the main bath has been totally remodeled with new fixtures, large tub/shower, commode and even new insulated window.  Plus the master suite has a nicely redone half bath.  The boiler was new in 2016 with an add on Phase III hot water maker.  The formal living room is light and bright and offers a retreat for family and friends.  This 1008 sq ft ranch with walkout lower level offers the perfect spot a walk out lower level space for a family room with brick fireplace.  The full basement also offers a lower level laundry, exercise room and plenty of storage space.  The corner lot is .78 acres with lots of room for fun and play.  Level sitting area and even a fire pit for outside gatherings on cool evenings.  There is also a two car detached garage that needs some TLC.   Make this home yours with your personal touches .","33976 sqft",215000,"SingleFamily"
1479,3,2,1929,"An in town home charm with a comfortable living setting. Set back on .36 acres this 3 bedroom, 2  bath charmer boasts copious amounts of natural light throughout. Ease into the warmth of the living room area with 2 French doors that enter into a wonderful multifunctional room that can be used as an office space, reading room or simply used as   an additional bedroom. A functional country style kitchen with glass cabinetry, granite counters and wood flooring that lead to a generous dining room with vaulted callings, and a separate entrance to an expansive deck. Upstairs is  an additional bedroom with a separate dressing area as well as its own sitting room. This property boarders a narrow section of the Blackberry River on a rear lot with plenty of yard space. Minutes to Great Barrington, Mass and to NY State…Hiking, Fishing and outdoor actives are at your convenience.","15681 sqft",215000,"SingleFamily"
1485,3,2,2005,"One floor living 3 bedrooms and 2 full baths Ranch offering front porch at the entrance, oversized living room, nice and bright dining area from the natural light, French door off the deck, Master bedroom, central air, one-car garage, unfinished walk-out basement with lots of storage space and potential. Quiet neighborhood but close to all amenities. The owner is offering one year Home warranty insurance to the Buyer!!!  Gov't financing are welcome!","47916 sqft",217500,"SingleFamily"
1118,2,1,1947,"Charming older cape needing some updates with 1 car detached garage close to water.  Eat in kitchen, dining room, living room with fireplace.  Hardwood floors. Heated addition in back used as an office.  Newer roof and furnace.  Brick wood burning stove in yard. Storage shed behind garage.","8712 sqft",218000,"SingleFamily"
1977,3,2,1965,"BUYERS CHANGED THEIR MIND. Welcome Home. Great location right in the heart of the sought after Maple Hill School District. Lovely 3 Bedroom Raised Ranch with 2 full bathroom and 2 Car garage. Spacious eat-in-kitchen with a dinning room. Sliding doors that leads to the back deck. Large living room with a fireplace. It also includes a lower level family room and a full bath. Newer windows.  Level backyard perfect for pets and as a play area. A large 2-car garage offering plenty of storage. Great location for Route 8/I-84/Rt 63 commute. Public utilities, and close to everything you’ll need.","8712 sqft",219000,"SingleFamily"
1368,3,2,1952,"Walk in and fall in love!  Immaculate!  One level living at its best in this super clean updated ranch!  Large kitchen with breakfast bar, tiled backsplash, brand new oak cabinets and adjacent half bath/laundry room.  Formal dining room with large windows overlooking large, private, fenced in yard with a lovely enclosed patio and deck for entertaining.  Dining room also has gorgeous french doors opening to large living room with plenty of room to relax.  Oversized   full bath.  Master bedroom features natural woodwork accents and large window allowing plenty of light.  Two more bedrooms with plenty of closet space.  Windows, furnace and water heater are all brand new.  Central air.  Separate two bay garage and shed/workshop also offers plenty of storage.  Come see and be impressed!","11761 sqft",219000,"SingleFamily"
1183,2,1,1950,"Great location !! Don't miss the  opportunity to own this home in Wethersfield .  Walking distance to stores and restaurants . Large yard big 2 car garages and much more make an appointment .","8712 sqft",219000,"SingleFamily"
1971,3,2,1850,"ECHO BROOK This Historic home is nestled on a beautiful lot dotted with trees and open space and offers the sound of a babbling brook across the way.  It is barely two blocks to Colebrook Center with the General Store, post office, Historical Society, Senior center and town hall. Center Brook Road is a historical area with charming capes and barns. This home offers 3 plus bedrooms, 2 baths and though very liveable is ideal for a historical restoration as it presents multiple historical details such as wide board floors, open staircase, wraparound country porch and more. The construction  of the home is representative of a late 1700's - mid 1800's","21780 sqft",219000,"SingleFamily"
1782,3,2,1779,"Dreaming of Restoring and possibly Expanding a classic colonial in Downtown Suffield’s charming Village? Nestled in the center of Suffield's Historic Village, this is a property with true history worth preserving for a buyer with vision. Originally built by Mr & Mrs. Shadrack Trumbull for their 9 children in 1779, this classic 5 light colonial fits right in with the charming architecture of the area. You are only a short walk to Suffield Academy, Highland Park Market, Kent Memorial Library, Downtown's shopping, Suffield Country Club, Restaurants (Tosca, Sunset Tavern, M&Ms, Francescos, 3 Figs, Zanto) and events on the North & South Greens, such as Suffield on the Green, Farmers Market. It is also a short drive to the highway (I-91), Bradley International Airport, providing easy access to NYC or Boston. With your vision, History and modern convenience can mesh for a perfect environment for living, relaxing, entertaining and creating memories. Any changes visible from the sidewalk are subject to Historic District approval. The foundation is (33’wide X 27’deep), adding a first floor master (28X15) and a 2 car garage would be key. The existing Kitchen has traditional fireplace and opens to living room, dining area and fireplace. Original millwork, including handsome wide-plank floors, built ins, and raised paneling. Plenty of love left, this happy home awaits your visit! FHA, CHFA and govnt loans will not work on this property","13939 sqft",219700,"SingleFamily"
1688,5,2,1897,"Large single family home with five bedrooms and one and a half baths. The main level has a spacious eat-in kitchen with tile flooring, dining room and living room with hardwood flooring. The upper level features three bedrooms, master with two walk-in closets. The finished walk-up attic boosts additional rooms. The home also has a private back yard completely fenced, great for entertaining.","3920 sqft",219900,"SingleFamily"
1397,3,2,1950,"**Highest and best due by end of day Friday 4/16/2021** Great cape in turn key condition! Home has eat-in kitchen, dining room with chair rail molding and built in corner hutch. Bright living room with fireplace, 2 baths, huge finished area in basement with tile, large breezeway and more! This one will not last, come look today!","10454 sqft",219900,"SingleFamily"
1866,4,1,1870,"Plainfield Adorable 2 story colonial with 4 bedrms and 1 Bath.  Nice open living room and dining rm. Kitchen with appliances, Full Bath on 1st floor. Four bedrms on 2nd floor.  Beautiful front porch for your morning coffee.  Nice private back yard. Beautiful stone walls. Newer siding and roof.  Amazing detached 1 car garage with a 17×18 Fully Finished loft with cathedral ceiling with a built in Bar and game room with heat.  Deck extending to your private patio with an out door grill and awning.  GREAT for those parties or BBQs.  Extra shed. So much to offer in this cute home. 219,900","36590 sqft",219900,"SingleFamily"
1456,3,2,1922,"Stately brick colonial with 3 spacious bedrooms and 2 full baths.  Cul-de-sac location close to the center of town!  WATERFRONT on Mill pond.  Enjoy all the charm of yesteryear with many updates.  Both baths recently remodeled, one with jetted tub. Oil-fired boiler new in 2017. Adorable kitchen open to living/dining room with built-ins. There are plenty of cabinets and amble counterspace.  The kitchen window overlooks the pond.  There is an awesome panty off the kitchen for even more storage.  The hardwood floors have just been refinished, except the bedrooms.  Woodstove in living room.  Semi-finished room in lower level.     When the house was purchased 4 years ago, agent stated that ""both baths were recently remodeled,  new 80 gallon hybrid heat pump hot water heater, newer windows, blown-in insulation in walls and attic and approved wood stove, energy efficient with low taxes that include trash pickup"".","14374 sqft",219900,"SingleFamily"
1008,2,1,2000,"Cute 2 bedroom house with one full bath, nice open floor plan, with enclosed breezeway from the one car garage to the house. Basement is partially finished with a slider to walk out to the back yard, detached 2 car garage with work shop, if you are looking for some where to park your extra cars and work on them comes with an older car lift.","139827 sqft",220000,"SingleFamily"
